transaction_id,user_id,merchant_id,amount,status,payment_method,timestamp,churn_label
tx_2069,user_1324,m_173,404.83,success,card,2025-11-16 23:43:25.328527,1
tx_2070,user_728,m_176,19.94,success,card,2025-11-22 19:26:36.328527,0
tx_2071,user_2848,m_21,89.4,success,card,2025-12-25 16:15:10.328527,0
tx_2072,user_2043,m_77,9.4,success,card,2025-12-09 18:34:50.328527,1
tx_2073,user_101,m_112,132.37,success,card,2025-12-28 19:00:15.328527,0
tx_2074,user_1415,m_184,525.02,success,upi,2025-12-07 04:48:13.328527,0
tx_2075,user_778,m_122,171.0,success,upi,2025-12-27 06:34:33.328527,1
tx_2076,user_213,m_141,81.13,success,upi,2025-12-15 01:59:03.328527,0
tx_2077,user_1111,m_43,66.31,success,card,2025-11-15 09:03:09.328527,1
tx_2078,user_1576,m_143,180.2,success,wallet,2025-10-03 12:30:38.328527,0
tx_2079,user_2448,m_96,274.85,success,upi,2025-10-09 07:22:26.328527,0
tx_2080,user_2635,m_76,452.88,success,wallet,2025-10-10 02:39:48.328527,1
tx_2081,user_2936,m_139,50.51,success,card,2025-10-19 11:03:36.328527,1
tx_2082,user_3117,m_54,470.14,success,upi,2025-10-03 12:45:33.328527,0
tx_2083,user_1695,m_50,16.95,success,upi,2025-12-29 06:20:42.328527,1
tx_2084,user_591,m_101,29.24,success,card,2025-10-23 07:09:00.328527,0
tx_2085,user_1333,m_166,9.32,success,card,2025-10-26 17:24:46.328527,1
tx_2086,user_1109,m_160,31.71,success,upi,2025-10-20 22:51:06.328527,1
tx_2087,user_2139,m_160,146.07,success,card,2025-10-03 05:52:45.328527,0
tx_2088,user_2720,m_28,191.68,success,card,2025-11-14 00:43:06.328527,1
tx_2089,user_713,m_68,150.91,success,card,2025-11-05 21:26:41.328527,1
tx_2090,user_935,m_197,99.71,success,upi,2025-10-09 12:54:16.328527,0
tx_2091,user_1951,m_158,72.15,success,wallet,2025-12-11 19:38:51.328527,0
tx_2092,user_241,m_79,123.34,failed,card,2025-11-10 11:01:26.328527,0
tx_2093,user_2043,m_30,49.57,success,upi,2025-11-05 02:12:51.328527,1
tx_2094,user_1,m_111,184.08,success,card,2025-12-21 17:37:23.328527,0
tx_2095,user_2272,m_45,113.07,success,upi,2025-12-14 00:42:17.328527,0
tx_2096,user_2848,m_96,119.67,success,card,2025-10-17 04:31:14.328527,0
tx_2097,user_1768,m_51,76.77,success,upi,2025-12-03 18:06:58.328527,0
tx_2098,user_1949,m_137,216.48,success,card,2025-12-24 04:33:40.328527,1
tx_2099,user_2636,m_73,29.04,success,card,2025-12-01 16:14:19.328527,0
tx_2100,user_2163,m_40,47.99,success,card,2025-10-27 00:53:51.328527,0
tx_2101,user_917,m_76,150.35,success,upi,2025-12-15 18:50:25.328527,0
tx_2102,user_3174,m_130,67.87,success,wallet,2025-10-17 18:36:06.328527,1
tx_2103,user_2241,m_186,220.02,success,card,2025-10-08 16:10:46.328527,1
tx_2104,user_3237,m_113,42.53,success,card,2025-10-15 20:04:03.328527,0
tx_2105,user_2918,m_51,46.1,success,upi,2025-12-09 11:24:28.328527,0
tx_2106,user_89,m_161,219.58,success,upi,2025-11-08 00:10:27.328527,0
tx_2107,user_1709,m_176,62.43,success,card,2025-10-13 17:00:38.328527,0
tx_2108,user_2169,m_155,72.59,success,card,2025-12-11 13:04:53.328527,0
tx_2109,user_142,m_86,40.46,success,card,2025-10-23 19:33:57.328527,0
tx_2110,user_3041,m_108,32.39,success,card,2025-12-20 10:25:58.328527,0
tx_2111,user_105,m_140,106.7,success,card,2025-10-14 19:41:06.328527,1
tx_2112,user_886,m_68,12.77,success,card,2025-10-27 21:41:01.328527,0
tx_2113,user_427,m_119,211.42,success,card,2025-12-14 10:31:54.328527,1
tx_2114,user_1328,m_66,151.05,success,upi,2025-12-30 22:29:48.328527,1
tx_2115,user_1895,m_60,21.16,success,wallet,2025-12-21 18:34:41.328527,0
tx_2116,user_1994,m_187,118.42,success,wallet,2025-10-29 06:23:04.328527,1
tx_2117,user_316,m_70,92.29,success,upi,2025-11-03 17:22:44.328527,0
tx_2118,user_1986,m_151,20.4,success,upi,2025-11-27 12:53:02.328527,0
tx_2119,user_634,m_190,31.91,success,card,2025-11-15 15:45:54.328527,0
tx_2120,user_1925,m_188,52.59,success,upi,2025-12-27 04:04:25.328527,1
tx_2121,user_2056,m_150,120.15,success,card,2025-11-03 17:51:58.328527,0
tx_2122,user_2821,m_29,101.81,success,upi,2025-12-16 02:55:44.328527,1
tx_2123,user_3144,m_187,75.98,success,wallet,2025-12-05 22:51:41.328527,0
tx_2124,user_2270,m_145,146.28,success,upi,2025-10-19 09:51:03.328527,0
tx_2125,user_1439,m_95,141.86,success,card,2025-12-30 11:00:19.328527,1
tx_2126,user_552,m_55,96.2,success,upi,2025-12-09 09:19:02.328527,1
tx_2127,user_715,m_52,154.64,success,wallet,2025-10-03 06:08:31.328527,0
tx_2128,user_1287,m_6,40.69,success,card,2025-11-20 21:08:00.328527,1
tx_2129,user_1713,m_96,213.07,success,upi,2025-12-02 16:27:31.328527,1
tx_2130,user_1883,m_196,95.43,success,card,2025-10-07 20:14:23.328527,1
tx_2131,user_1107,m_112,172.8,success,upi,2025-12-23 01:04:32.328527,0
tx_2132,user_1341,m_124,79.03,success,card,2025-12-06 01:28:09.328527,0
tx_2133,user_110,m_199,24.65,success,card,2025-12-01 20:49:51.328527,1
tx_2134,user_250,m_179,78.18,success,upi,2025-10-24 21:17:39.328527,1
tx_2135,user_2430,m_131,46.38,success,card,2025-10-03 17:21:15.328527,0
tx_2136,user_2054,m_161,119.57,success,card,2025-10-08 17:00:05.328527,0
tx_2137,user_458,m_196,64.59,success,card,2025-12-04 01:36:06.328527,1
tx_2138,user_1107,m_160,180.86,success,upi,2025-12-02 16:53:18.328527,0
tx_2139,user_207,m_120,113.34,failed,card,2025-11-29 06:07:53.328527,0
tx_2140,user_899,m_196,115.37,success,upi,2025-12-22 05:12:52.328527,0
tx_2141,user_21,m_37,24.48,success,upi,2025-11-18 00:20:10.328527,0
tx_2142,user_409,m_121,415.09,success,card,2025-12-05 02:16:13.328527,1
tx_2143,user_894,m_25,184.31,success,upi,2025-11-06 14:05:25.328527,1
tx_2144,user_514,m_128,155.59,failed,card,2025-12-27 14:07:52.328527,0
tx_2145,user_3198,m_3,40.08,success,card,2025-12-26 03:10:45.328527,1
tx_2146,user_808,m_38,76.71,success,card,2025-12-29 22:51:06.328527,0
tx_2147,user_873,m_53,14.75,success,card,2025-11-14 19:20:58.328527,0
tx_2148,user_13,m_160,77.32,success,card,2025-12-16 10:11:05.328527,0
tx_2149,user_970,m_32,15.77,success,card,2025-12-16 04:33:53.328527,1
tx_2150,user_3025,m_199,80.53,success,upi,2025-11-30 10:04:04.328527,1
tx_2151,user_3061,m_19,104.62,success,card,2025-10-25 23:22:23.328527,1
tx_2152,user_3083,m_15,49.46,success,wallet,2025-10-12 00:59:25.328527,1
tx_2153,user_2134,m_148,69.02,success,card,2025-10-16 09:31:27.328527,1
tx_2154,user_2956,m_172,208.47,success,card,2025-10-12 10:32:23.328527,0
tx_2155,user_1560,m_126,11.49,success,card,2025-10-09 01:12:39.328527,1
tx_2156,user_1324,m_86,156.89,success,card,2025-10-15 11:53:43.328527,1
tx_2157,user_1266,m_81,18.72,success,upi,2025-12-09 17:45:10.328527,1
tx_2158,user_2169,m_61,3.74,success,card,2025-10-30 14:01:36.328527,0
tx_2159,user_3218,m_30,20.53,success,card,2025-11-25 12:23:16.328527,0
tx_2160,user_749,m_41,144.84,success,card,2025-12-28 18:25:44.328527,0
tx_2161,user_684,m_11,51.94,success,card,2025-10-25 20:41:04.328527,1
tx_2162,user_1927,m_64,205.98,success,card,2025-11-26 04:40:08.328527,1
tx_2163,user_2356,m_72,74.38,success,card,2025-12-05 01:37:18.328527,1
tx_2164,user_694,m_130,2.25,failed,card,2025-10-24 02:33:45.328527,1
tx_2165,user_2335,m_114,126.13,success,card,2025-10-31 03:43:19.328527,1
tx_2166,user_306,m_136,11.68,success,card,2025-12-12 19:39:03.328527,0
tx_2167,user_1989,m_105,155.77,success,upi,2025-10-31 09:12:28.328527,1
tx_2168,user_2961,m_178,18.4,success,card,2025-11-29 03:26:27.328527,1
tx_2169,user_661,m_15,42.38,success,card,2025-10-06 23:36:15.328527,0
tx_2170,user_548,m_77,143.24,success,card,2025-10-08 16:39:08.328527,0
tx_2171,user_311,m_124,308.42,success,card,2025-10-13 00:51:55.328527,0
tx_2172,user_2920,m_130,46.43,success,card,2025-12-08 13:14:17.328527,0
tx_2173,user_1082,m_151,176.84,success,card,2025-12-15 03:32:36.328527,0
tx_2174,user_2971,m_140,21.17,success,card,2025-10-24 20:30:17.328527,0
tx_2175,user_1737,m_129,164.6,success,card,2025-12-06 16:40:21.328527,1
tx_2176,user_754,m_198,107.15,success,upi,2025-10-24 05:34:38.328527,0
tx_2177,user_34,m_111,21.41,success,upi,2025-12-20 04:22:46.328527,1
tx_2178,user_444,m_126,36.03,success,card,2025-12-29 14:37:55.328527,1
tx_2179,user_2140,m_20,14.13,success,card,2025-10-15 04:40:21.328527,1
tx_2180,user_1982,m_146,48.28,success,upi,2025-10-30 18:52:47.328527,0
tx_2181,user_1230,m_88,22.77,success,upi,2025-10-16 09:32:36.328527,0
tx_2182,user_352,m_46,103.28,success,wallet,2025-10-04 23:51:47.328527,0
tx_2183,user_902,m_149,520.39,success,card,2025-11-11 17:12:41.328527,0
tx_2184,user_1355,m_160,1.21,failed,card,2025-10-08 06:30:23.328527,0
tx_2185,user_2909,m_159,77.85,success,upi,2025-11-06 01:58:44.328527,1
tx_2186,user_1748,m_191,85.25,success,upi,2025-11-21 10:19:34.328527,0
tx_2187,user_158,m_84,245.58,success,card,2025-12-19 13:20:13.328527,0
tx_2188,user_1977,m_166,70.52,success,upi,2025-11-22 20:37:50.328527,1
tx_2189,user_956,m_127,78.46,success,card,2025-12-12 11:59:40.328527,0
tx_2190,user_2071,m_71,63.8,success,card,2025-12-21 11:35:30.328527,1
tx_2191,user_403,m_41,31.32,success,card,2025-12-22 11:54:19.328527,0
tx_2192,user_2852,m_8,5.77,success,card,2025-11-11 23:02:56.328527,1
tx_2193,user_515,m_24,52.54,success,upi,2025-11-30 22:12:18.328527,0
tx_2194,user_2779,m_1,5.4,success,upi,2025-11-08 14:12:03.328527,1
tx_2195,user_1387,m_18,79.96,success,upi,2025-11-15 11:58:59.328527,0
tx_2196,user_2579,m_19,36.71,success,card,2025-12-07 17:34:05.328527,1
tx_2197,user_955,m_69,76.27,success,card,2025-11-18 02:51:03.328527,1
tx_2198,user_2199,m_16,14.42,success,card,2025-11-19 01:35:43.328527,0
tx_2199,user_1712,m_123,269.76,success,card,2025-12-20 05:19:15.328527,1
tx_2200,user_2994,m_88,224.92,success,upi,2025-12-22 06:03:37.328527,0
tx_2201,user_607,m_195,21.07,success,card,2025-12-22 23:41:20.328527,0
tx_2202,user_2467,m_93,42.07,success,card,2025-11-25 11:27:34.328527,0
tx_2203,user_1273,m_83,95.06,success,card,2025-10-13 06:12:55.328527,1
tx_2204,user_3188,m_130,10.06,success,card,2025-11-01 17:44:54.328527,1
tx_2205,user_2913,m_86,43.78,success,upi,2025-12-17 19:52:06.328527,0
tx_2206,user_1535,m_50,28.92,success,card,2025-11-19 21:37:58.328527,0
tx_2207,user_2625,m_81,247.12,success,upi,2025-10-22 01:18:28.328527,0
tx_2208,user_2382,m_153,191.4,success,upi,2025-12-06 15:01:46.328527,1
tx_2209,user_1441,m_183,86.71,success,card,2025-12-26 15:07:26.328527,1
tx_2210,user_2979,m_191,73.47,success,card,2025-11-01 10:59:05.328527,0
tx_2211,user_1797,m_7,266.97,failed,upi,2025-12-25 11:56:36.328527,1
tx_2212,user_294,m_164,269.46,success,card,2025-10-06 20:19:54.328527,0
tx_2213,user_754,m_120,348.45,success,upi,2025-11-15 05:05:31.328527,0
tx_2214,user_1394,m_154,13.4,success,card,2025-10-07 00:24:34.328527,0
tx_2215,user_185,m_172,17.5,success,card,2025-11-08 10:21:19.328527,0
tx_2216,user_1269,m_3,112.93,success,wallet,2025-11-04 20:58:08.328527,1
tx_2217,user_636,m_85,77.97,success,card,2025-12-30 01:23:49.328527,0
tx_2218,user_1291,m_127,1.86,success,card,2025-11-01 07:40:55.328527,0
tx_2219,user_3308,m_109,6.4,success,card,2025-11-14 18:08:59.328527,0
tx_2220,user_529,m_98,219.0,success,card,2025-10-14 05:34:00.328527,1
tx_2221,user_2068,m_36,203.16,failed,card,2025-11-28 20:44:51.328527,0
tx_2222,user_2958,m_70,44.2,success,card,2025-10-21 05:01:47.328527,1
tx_2223,user_2914,m_32,221.69,success,card,2025-12-27 01:27:42.328527,0
tx_2224,user_793,m_30,90.06,success,wallet,2025-10-21 14:19:53.328527,0
tx_2225,user_2147,m_182,163.94,success,card,2025-10-05 18:05:18.328527,0
tx_2226,user_2799,m_124,55.76,success,card,2025-11-13 18:30:16.328527,1
tx_2227,user_477,m_11,12.04,success,card,2025-11-25 04:10:27.328527,0
tx_2228,user_1622,m_10,56.87,success,card,2025-11-04 15:33:15.328527,0
tx_2229,user_939,m_87,61.12,success,card,2025-11-10 00:34:32.328527,1
tx_2230,user_525,m_71,80.06,success,card,2025-11-09 06:51:15.328527,1
tx_2231,user_2381,m_31,11.16,success,wallet,2025-11-21 10:14:44.328527,0
tx_2232,user_1,m_56,475.62,failed,card,2025-12-13 07:43:05.328527,0
tx_2233,user_374,m_165,27.99,success,card,2025-12-18 20:24:11.328527,0
tx_2234,user_2340,m_187,22.13,success,upi,2025-11-04 19:35:38.328527,0
tx_2235,user_2884,m_85,74.82,success,card,2025-11-02 12:07:54.328527,0
tx_2236,user_3052,m_18,77.05,success,upi,2025-10-04 22:58:01.328527,0
tx_2237,user_552,m_115,57.95,success,card,2025-11-28 16:02:44.328527,1
tx_2238,user_2365,m_183,147.79,success,upi,2025-11-29 22:59:55.328527,0
tx_2239,user_1525,m_13,72.7,success,upi,2025-10-25 06:13:22.328527,0
tx_2240,user_1851,m_32,94.08,success,upi,2025-11-20 18:47:48.328527,0
tx_2241,user_380,m_9,128.64,success,card,2025-11-13 14:16:40.328527,1
tx_2242,user_1646,m_79,2.53,success,upi,2025-12-29 04:58:59.328527,0
tx_2243,user_13,m_191,84.55,success,card,2025-12-15 13:47:31.328527,0
tx_2244,user_503,m_63,215.58,success,upi,2025-10-17 22:15:46.328527,0
tx_2245,user_2278,m_189,1.75,success,card,2025-10-17 22:09:04.328527,0
tx_2246,user_2008,m_67,51.95,success,card,2025-12-11 20:43:27.328527,0
tx_2247,user_3155,m_91,260.68,success,card,2025-12-17 04:41:31.328527,0
tx_2248,user_129,m_124,43.56,success,card,2025-12-04 13:14:22.328527,0
tx_2249,user_837,m_170,61.38,success,card,2025-10-17 16:09:06.328527,1
tx_2250,user_3216,m_79,399.22,success,upi,2025-10-02 17:16:47.328527,0
tx_2251,user_2938,m_58,22.23,success,card,2025-11-19 09:08:34.328527,0
tx_2252,user_2040,m_179,6.75,failed,upi,2025-10-14 16:18:15.328527,1
tx_2253,user_27,m_96,196.2,success,card,2025-10-10 13:16:33.328527,1
tx_2254,user_2113,m_18,202.85,success,card,2025-11-14 20:16:07.328527,1
tx_2255,user_3234,m_148,63.88,success,card,2025-12-19 16:37:20.328527,0
tx_2256,user_1252,m_21,72.2,success,card,2025-11-24 00:18:17.328527,0
tx_2257,user_260,m_8,180.67,success,card,2025-12-20 17:31:24.328527,0
tx_2258,user_2046,m_8,134.15,success,wallet,2025-12-08 03:19:53.328527,0
tx_2259,user_1472,m_26,30.81,success,card,2025-12-02 20:06:32.328527,0
tx_2260,user_1447,m_16,1.7,success,upi,2025-10-17 02:17:22.328527,0
tx_2261,user_459,m_171,65.34,success,card,2025-12-04 14:48:09.328527,0
tx_2262,user_300,m_44,195.84,success,upi,2025-12-16 22:11:22.328527,0
tx_2263,user_2966,m_7,226.18,success,card,2025-10-20 02:00:38.328527,1
tx_2264,user_2334,m_145,312.87,success,wallet,2025-12-30 14:15:00.328527,0
tx_2265,user_3081,m_124,211.66,success,card,2025-11-23 21:08:39.328527,1
tx_2266,user_629,m_122,86.76,success,card,2025-11-12 04:21:00.328527,1
tx_2267,user_269,m_32,58.81,success,card,2025-10-15 18:41:43.328527,0
tx_2268,user_2639,m_0,149.1,success,card,2025-10-08 11:14:24.328527,0
tx_2269,user_1993,m_5,134.64,success,card,2025-10-22 13:56:53.328527,0
tx_2270,user_1628,m_40,77.25,success,card,2025-12-02 14:26:07.328527,1
tx_2271,user_1801,m_182,9.14,success,upi,2025-11-06 04:30:06.328527,0
tx_2272,user_2891,m_4,260.48,success,card,2025-12-18 19:55:47.328527,0
tx_2273,user_861,m_186,60.81,success,card,2025-11-21 20:05:20.328527,1
tx_2274,user_1280,m_79,45.15,success,card,2025-11-29 02:50:37.328527,0
tx_2275,user_2180,m_17,99.31,success,upi,2025-11-30 03:36:16.328527,0
tx_2276,user_1799,m_176,112.04,success,card,2025-10-02 21:08:09.328527,0
tx_2277,user_1706,m_81,23.66,success,card,2025-12-16 08:52:37.328527,0
tx_2278,user_3019,m_64,181.36,success,card,2025-10-18 07:55:47.328527,0
tx_2279,user_2560,m_82,34.24,success,card,2025-11-22 18:54:34.328527,1
tx_2280,user_2360,m_181,20.66,failed,card,2025-12-12 11:22:47.328527,0
tx_2281,user_575,m_188,52.15,success,wallet,2025-12-06 09:19:22.328527,0
tx_2282,user_2933,m_135,131.14,success,card,2025-10-04 09:10:05.328527,0
tx_2283,user_2003,m_130,336.56,success,card,2025-11-13 05:35:51.328527,0
tx_2284,user_1307,m_24,165.7,success,upi,2025-10-08 03:49:01.328527,1
tx_2285,user_3192,m_68,281.92,success,card,2025-11-25 02:45:04.328527,0
tx_2286,user_3178,m_182,15.15,failed,upi,2025-10-26 08:26:26.328527,0
tx_2287,user_1956,m_167,7.38,success,wallet,2025-10-09 03:39:01.328527,0
tx_2288,user_2734,m_81,81.58,success,wallet,2025-10-09 18:46:29.328527,0
tx_2289,user_2020,m_177,34.29,success,card,2025-12-04 15:11:02.328527,0
tx_2290,user_3275,m_116,176.06,success,card,2025-10-18 10:06:53.328527,0
tx_2291,user_2212,m_94,111.47,success,wallet,2025-11-16 15:40:08.328527,0
tx_2292,user_2352,m_32,353.11,success,card,2025-12-12 17:16:45.328527,0
tx_2293,user_1655,m_110,29.41,success,card,2025-12-08 21:04:41.328527,1
tx_2294,user_1579,m_145,66.51,success,card,2025-12-18 02:37:22.328527,0
tx_2295,user_1847,m_124,69.56,success,card,2025-10-26 19:53:22.328527,0
tx_2296,user_2203,m_184,27.34,success,wallet,2025-12-18 20:19:48.328527,1
tx_2297,user_1390,m_15,89.18,success,upi,2025-12-25 14:06:49.328527,0
tx_2298,user_1742,m_79,58.57,success,card,2025-10-05 22:03:12.328527,1
tx_2299,user_1925,m_37,59.19,success,upi,2025-11-03 21:13:39.328527,1
tx_2300,user_619,m_168,45.06,success,card,2025-10-27 22:17:21.328527,0
tx_2301,user_1274,m_134,1.71,success,upi,2025-11-02 16:19:33.328527,0
tx_2302,user_956,m_77,73.83,success,card,2025-12-30 03:17:10.328527,0
tx_2303,user_1939,m_180,40.83,success,card,2025-11-16 15:51:12.328527,1
tx_2304,user_2381,m_62,0.13,success,card,2025-10-16 02:52:27.328527,0
tx_2305,user_968,m_111,36.81,success,card,2025-11-16 11:20:01.328527,0
tx_2306,user_2558,m_88,32.66,success,card,2025-10-18 03:17:45.328527,0
tx_2307,user_1316,m_159,50.0,success,card,2025-12-05 05:27:22.328527,0
tx_2308,user_1043,m_37,14.14,success,wallet,2025-12-26 02:45:46.328527,0
tx_2309,user_281,m_149,70.86,success,wallet,2025-10-20 11:36:42.328527,0
tx_2310,user_2844,m_143,117.91,success,upi,2025-12-10 01:11:40.328527,1
tx_2311,user_3072,m_51,99.48,failed,upi,2025-10-03 14:40:48.328527,1
tx_2312,user_2166,m_28,162.84,success,wallet,2025-11-17 03:12:21.328527,0
tx_2313,user_1058,m_143,60.15,success,upi,2025-10-29 01:51:35.328527,1
tx_2314,user_197,m_75,73.21,success,card,2025-10-27 05:06:08.328527,0
tx_2315,user_2532,m_144,166.28,success,upi,2025-10-04 07:49:54.328527,1
tx_2316,user_1082,m_63,55.81,success,card,2025-10-10 21:50:26.328527,0
tx_2317,user_2884,m_90,120.93,success,card,2025-12-26 14:02:16.328527,0
tx_2318,user_1184,m_88,57.02,success,card,2025-11-04 20:39:01.328527,0
tx_2319,user_1008,m_12,54.08,success,card,2025-10-06 14:47:01.328527,1
tx_2320,user_2738,m_71,142.8,success,wallet,2025-11-05 09:31:13.328527,1
tx_2321,user_1229,m_183,19.22,success,upi,2025-10-20 02:39:29.328527,1
tx_2322,user_1035,m_4,41.34,success,upi,2025-11-18 06:27:38.328527,0
tx_2323,user_489,m_11,25.38,success,upi,2025-10-06 11:18:52.328527,1
tx_2324,user_275,m_168,44.49,success,card,2025-11-03 03:02:42.328527,1
tx_2325,user_2740,m_2,26.19,success,upi,2025-10-02 06:44:37.328527,0
tx_2326,user_2289,m_32,86.61,success,card,2025-11-15 06:59:27.328527,0
tx_2327,user_1239,m_120,160.03,success,card,2025-10-24 10:26:43.328527,0
tx_2328,user_1274,m_49,154.46,success,upi,2025-10-27 12:05:30.328527,0
tx_2329,user_125,m_183,45.33,success,upi,2025-10-23 10:57:23.328527,0
tx_2330,user_216,m_136,448.83,success,upi,2025-10-10 05:18:45.328527,0
tx_2331,user_1208,m_177,90.1,success,card,2025-12-09 19:15:23.328527,1
tx_2332,user_3110,m_28,50.98,success,upi,2025-10-21 11:40:42.328527,0
tx_2333,user_1246,m_38,180.51,success,card,2025-12-21 21:28:31.328527,0
tx_2334,user_3255,m_90,130.89,success,card,2025-12-01 11:53:03.328527,0
tx_2335,user_2542,m_99,138.34,success,card,2025-12-18 21:40:34.328527,0
tx_2336,user_2474,m_172,21.83,success,card,2025-11-23 17:43:26.328527,0
tx_2337,user_3249,m_16,63.17,success,card,2025-12-23 09:43:14.328527,0
tx_2338,user_918,m_55,197.93,success,card,2025-11-11 23:49:05.328527,0
tx_2339,user_1317,m_45,70.13,success,upi,2025-10-07 14:15:57.328527,0
tx_2340,user_2198,m_66,115.03,success,card,2025-11-12 01:35:31.328527,1
tx_2341,user_2431,m_196,88.66,success,card,2025-10-05 23:41:17.328527,0
tx_2342,user_1661,m_141,184.74,success,card,2025-11-06 20:23:00.328527,0
tx_2343,user_307,m_66,33.49,success,wallet,2025-12-15 23:04:58.328527,0
tx_2344,user_1359,m_22,85.68,success,wallet,2025-10-12 08:35:44.328527,0
tx_2345,user_1969,m_93,13.15,success,card,2025-11-15 12:14:34.328527,1
tx_2346,user_2793,m_188,117.19,success,card,2025-11-03 15:46:11.328527,0
tx_2347,user_891,m_150,131.66,success,card,2025-12-14 11:05:34.328527,0
tx_2348,user_374,m_154,4.38,success,card,2025-12-12 17:47:29.328527,0
tx_2349,user_3079,m_53,112.64,success,card,2025-10-17 13:59:47.328527,1
tx_2350,user_2033,m_137,53.56,failed,card,2025-11-22 13:15:38.328527,1
tx_2351,user_1364,m_76,13.25,success,card,2025-11-27 22:31:15.328527,1
tx_2352,user_128,m_15,54.46,failed,upi,2025-10-25 02:44:03.328527,0
tx_2353,user_1014,m_40,21.6,success,card,2025-11-05 05:27:27.328527,1
tx_2354,user_1799,m_97,53.71,success,card,2025-11-27 21:29:16.328527,0
tx_2355,user_2716,m_182,48.51,success,upi,2025-10-05 13:40:33.328527,0
tx_2356,user_1381,m_127,134.09,success,upi,2025-12-01 04:21:15.328527,1
tx_2357,user_516,m_60,148.82,success,upi,2025-12-20 14:21:02.328527,0
tx_2358,user_1518,m_85,93.4,success,card,2025-12-18 17:02:51.328527,1
tx_2359,user_85,m_117,2.29,failed,card,2025-12-09 13:48:29.328527,1
tx_2360,user_1198,m_99,267.4,success,card,2025-12-28 19:15:59.328527,1
tx_2361,user_3264,m_48,115.91,success,card,2025-12-09 20:25:44.328527,0
tx_2362,user_2358,m_179,3.48,success,card,2025-10-16 09:51:38.328527,1
tx_2363,user_1142,m_1,170.83,success,upi,2025-10-19 09:54:32.328527,0
tx_2364,user_3289,m_119,22.35,success,wallet,2025-12-16 00:52:03.328527,0
tx_2365,user_2474,m_177,86.56,success,upi,2025-11-29 01:13:17.328527,0
tx_2366,user_1993,m_122,62.85,success,upi,2025-11-22 18:57:39.328527,0
tx_2367,user_2161,m_85,54.44,success,card,2025-10-11 15:36:59.328527,1
tx_2368,user_3216,m_170,220.47,success,upi,2025-11-11 06:56:47.328527,0
tx_2369,user_302,m_76,57.51,success,wallet,2025-12-28 13:52:28.328527,1
tx_2370,user_2791,m_135,7.83,success,upi,2025-10-21 00:16:36.328527,0
tx_2371,user_587,m_58,293.07,failed,card,2025-11-21 09:03:05.328527,0
tx_2372,user_986,m_192,253.24,success,card,2025-12-04 16:07:26.328527,1
tx_2373,user_1863,m_11,115.34,success,card,2025-12-23 03:48:54.328527,0
tx_2374,user_344,m_3,63.09,success,card,2025-10-24 02:21:53.328527,0
tx_2375,user_813,m_116,9.75,success,wallet,2025-12-08 14:42:43.328527,1
tx_2376,user_1987,m_94,156.42,success,upi,2025-12-18 08:36:08.328527,1
tx_2377,user_2848,m_124,7.85,success,upi,2025-12-11 13:17:57.328527,0
tx_2378,user_3072,m_40,7.11,success,card,2025-12-03 00:31:53.328527,1
tx_2379,user_3218,m_122,77.09,success,card,2025-11-15 19:08:19.328527,0
tx_2380,user_1310,m_6,17.45,success,card,2025-10-05 17:31:46.328527,0
tx_2381,user_1999,m_68,0.78,success,upi,2025-10-18 18:15:22.328527,0
tx_2382,user_1677,m_68,55.01,success,card,2025-10-22 13:08:23.328527,0
tx_2383,user_3124,m_80,14.76,success,wallet,2025-12-24 04:33:17.328527,0
tx_2384,user_1327,m_29,17.5,success,upi,2025-11-17 21:27:53.328527,0
tx_2385,user_1092,m_72,8.0,success,upi,2025-10-07 00:13:57.328527,0
tx_2386,user_2408,m_5,22.95,success,wallet,2025-10-28 02:05:52.328527,1
tx_2387,user_3291,m_88,125.7,success,wallet,2025-12-24 15:42:12.328527,1
tx_2388,user_1009,m_146,165.51,success,card,2025-11-12 14:13:41.328527,0
tx_2389,user_703,m_65,60.25,failed,upi,2025-10-19 09:09:53.328527,1
tx_2390,user_574,m_9,70.63,success,card,2025-10-24 20:53:05.328527,0
tx_2391,user_1608,m_143,3.32,success,card,2025-10-09 18:54:56.328527,0
tx_2392,user_3232,m_36,7.18,success,card,2025-10-24 11:21:39.328527,0
tx_2393,user_1112,m_76,29.78,success,upi,2025-12-06 23:13:26.328527,0
tx_2394,user_687,m_76,78.5,success,card,2025-12-05 14:42:16.328527,0
tx_2395,user_2828,m_31,134.53,success,upi,2025-12-18 22:58:17.328527,0
tx_2396,user_2632,m_46,92.89,success,upi,2025-11-18 07:14:01.328527,0
tx_2397,user_2636,m_109,49.78,success,upi,2025-11-17 11:02:33.328527,0
tx_2398,user_3230,m_199,12.59,success,card,2025-10-21 09:16:33.328527,0
tx_2399,user_488,m_170,151.76,success,upi,2025-12-17 02:06:55.328527,1
tx_2400,user_3018,m_119,45.22,success,card,2025-10-09 06:17:48.328527,0
tx_2401,user_1347,m_163,133.2,success,card,2025-12-27 21:32:22.328527,0
tx_2402,user_3173,m_153,71.94,success,wallet,2025-12-03 06:54:41.328527,0
tx_2403,user_493,m_9,134.19,failed,card,2025-10-12 08:05:59.328527,0
tx_2404,user_1667,m_158,237.83,success,card,2025-11-18 06:00:27.328527,1
tx_2405,user_1637,m_96,253.87,success,upi,2025-11-16 10:53:49.328527,1
tx_2406,user_18,m_156,76.59,failed,card,2025-10-09 23:16:25.328527,0
